year2,state,fage4,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1988,29,b) 1,8227,8478,85874,86930,73,0.7,2907,29,20897,3803,17094,4.4,24,23010,14618,8392,16.8,26.5,-2113,-2.5,48,0,2212,2212,9677
1988,29,c) 2,6714,6984,54888,56603,227,2.9,1630,21.1,12002,1895,10107,3.3,21.2,15431,7963,7468,14.1,27.3,-3429,-6.1,42.4,0,1287,1287,6414
1988,29,d) 3,6574,6785,59031,61078,208,2.9,1151,15.8,10439,1444,8995,2.4,17.1,14532,6342,8190,10.4,23.8,-4093,-6.7,34.2,0,902,902,5139
1988,29,e) 4,5555,5811,51809,52734,198,3.2,768,12.6,8985,1572,7413,3,17,10834,4591,6243,8.7,20.5,-1849,-3.5,34,0,582,582,3574
1988,29,f) 5,3980,4297,44472,44380,163,3.6,529,11.8,8294,1966,6328,4.4,18.7,8109,3018,5091,6.8,18.3,185,0.4,36.6,0,397,397,2357
1988,29,g) 6 to 10,16501,18068,187603,189988,693,3.7,1860,10,31748,6788,24960,3.6,16.7,36518,13551,22967,7.1,19.2,-4770,-2.5,33.4,0,1293,1293,7953
1988,29,h) 11 to 15,3377,4674,67691,65990,261,5.5,340,7.2,13293,3380,9913,5.1,20.1,9890,3014,6876,4.6,15,3403,5.1,30,0,183,183,1081
1988,29,l) Left Censored,30521,45882,1255862,1269831,2635,5.7,3628,7.8,165023,49542,115481,3.9,13,192960,83034,109926,6.5,15.2,-27937,-2.2,26,0,1563,1563,9970
1988,30,a) 0,1924,1931,9533,4812,1904,197.2,0,0,9443,9443,0,196.2,196.2,0,0,0,0,0,9443,196.2,0,0,,,
1988,30,b) 1,1544,1577,9575,10732,14,0.7,638,33.2,2434,193,2241,1.8,22.7,4747,3460,1287,32.2,44.2,-2313,-21.5,45.4,0,440,440,1392
1988,30,c) 2,1326,1358,8331,8836,61,4,344,22.8,1662,285,1377,3.2,18.8,2672,1361,1311,15.4,30.2,-1010,-11.4,37.6,0,245,245,1060
1988,30,d) 3,1216,1242,8403,9062,54,4,260,19.2,1808,195,1613,2.2,20,3125,1282,1843,14.1,34.5,-1317,-14.5,40,0,186,186,995
1988,30,e) 4,1175,1220,6865,7123,52,4,219,16.7,1343,325,1018,4.6,18.9,1858,860,998,12.1,26.1,-515,-7.2,37.8,0,150,150,545
1988,30,f) 5,915,1058,8023,8269,40,3.6,150,13.5,1180,249,931,3,14.3,1672,785,887,9.5,20.2,-492,-5.9,28.6,0,110,110,589
1988,30,g) 6 to 10,3912,4167,29582,30614,168,3.9,512,11.8,4767,809,3958,2.6,15.6,6831,3369,3462,11,22.3,-2064,-6.7,31.2,0,360,360,2190
1988,30,h) 11 to 15,775,943,8328,8439,48,5,100,10.3,1144,215,929,2.5,13.6,1366,533,833,6.3,16.2,-222,-2.6,27.2,0,48,48,252
1988,30,l) Left Censored,5492,7569,108506,110200,336,4.3,645,8.3,12486,2933,9553,2.7,11.3,15873,4914,10959,4.5,14.4,-3387,-3.1,22.6,0,324,324,1766
1988,31,a) 0,2906,2964,18424,9300,2928,197.6,0,0,18248,18248,0,196.2,196.2,0,0,0,0,0,18248,196.2,0,0,,,
1988,31,b) 1,2314,2360,20027,20797,12,0.4,668,24.5,4385,303,4082,1.5,21.1,5924,4113,1811,19.8,28.5,-1539,-7.4,42.2,0,515,515,1955
1988,31,c) 2,1993,2065,16571,17182,80,3.6,413,18.4,3850,1177,2673,6.9,22.4,5071,2479,2592,14.4,29.5,-1221,-7.1,44.8,0,325,325,1714
1988,31,d) 3,2147,2210,19975,19416,52,2.2,312,13.3,4329,548,3781,2.8,22.3,3211,1667,1544,8.6,16.5,1118,5.8,33,0,254,254,1306
1988,31,e) 4,1962,2034,14444,14705,63,3,235,11.1,2561,477,2084,3.2,17.4,3082,1324,1758,9,21,-521,-3.6,34.8,0,171,171,983
1988,31,f) 5,1415,1571,17316,17207,56,3.4,188,11.4,2679,565,2114,3.3,15.6,2461,731,1730,4.2,14.3,218,1.3,28.6,0,127,127,499
1988,31,g) 6 to 10,6174,6584,56472,56452,210,3.1,672,9.9,9051,1608,7443,2.8,16,9010,3555,5455,6.3,16,41,0,32,0,494,494,2491
1988,31,h) 11 to 15,1367,1753,16694,16183,68,3.8,144,8,2985,795,2190,4.9,18.4,1962,711,1251,4.4,12.1,1023,6.3,24.2,0,91,91,363
1988,31,l) Left Censored,12005,16541,355202,350996,721,4.3,1235,7.3,47739,11430,36309,3.3,13.6,39327,14356,24971,4.1,11.2,8412,2.4,22.4,0,558,558,3106
1988,32,a) 0,2694,2726,19283,9717,2702,198.2,0,0,19133,19133,0,196.9,196.9,0,0,0,0,0,19133,196.9,0,0,,,
1988,32,b) 1,2122,2204,23128,23090,24,0.9,800,30.5,7742,276,7466,1.2,33.5,7665,4390,3275,19,33.2,77,0.3,66.4,0,604,604,3067
1988,32,c) 2,1673,1736,20901,20312,57,3,414,21.6,6297,258,6039,1.3,31,5118,2535,2583,12.5,25.2,1179,5.8,50.4,0,331,331,1933
1988,32,d) 3,1315,1383,17896,17983,63,4.2,274,18.3,5090,1928,3162,10.7,28.3,5263,2327,2936,12.9,29.3,-173,-1,56.6,0,204,204,1959
1988,32,e) 4,1243,1308,16700,16815,69,5,208,15.1,3530,693,2837,4.1,21,3760,1960,1800,11.7,22.4,-230,-1.4,42,0,154,154,1568
1988,32,f) 5,914,1003,12942,12843,51,4.9,143,13.6,2476,406,2070,3.2,19.3,2277,874,1403,6.8,17.7,199,1.6,35.4,0,108,108,775
1988,32,g) 6 to 10,4261,4592,66541,67147,219,4.6,514,10.8,11780,1761,10019,2.6,17.5,12992,4475,8517,6.7,19.3,-1212,-1.8,35,0,354,354,3064
1988,32,h) 11 to 15,697,917,19356,19422,82,9,67,7.4,3052,989,2063,5.1,15.7,3183,891,2292,4.6,16.4,-131,-0.7,31.4,0,34,34,229
1988,32,l) Left Censored,4690,7217,262246,257961,598,8.3,582,8.1,50248,15971,34277,6.2,19.5,41677,18189,23488,7.1,16.2,8571,3.3,32.4,0,223,223,1542
1988,33,a) 0,3620,3638,20477,10307,3603,198.1,0,0,20341,20341,0,197.4,197.4,0,0,0,0,0,20341,197.4,0,0,,,
1988,33,b) 1,3094,3142,22520,22940,17,0.5,971,26.5,5790,404,5386,1.8,25.2,6630,3824,2806,16.7,28.9,-840,-3.7,50.4,0,774,774,2965
1988,33,c) 2,2529,2617,22574,23493,100,3.5,565,19.8,4735,948,3787,4,20.2,6573,2857,3716,12.2,28,-1838,-7.8,40.4,0,443,443,2298
1988,33,d) 3,1999,2049,17394,18318,71,3.2,353,16.1,3283,639,2644,3.5,17.9,5131,2518,2613,13.7,28,-1848,-10.1,35.8,0,285,285,2004
1988,33,e) 4,1623,1685,15966,16736,47,2.6,228,12.8,2486,303,2183,1.8,14.9,4025,1334,2691,8,24,-1539,-9.1,29.8,0,177,177,1084
1988,33,f) 5,1107,1177,11630,11973,43,3.5,131,10.7,1930,147,1783,1.2,16.1,2615,837,1778,7,21.8,-685,-5.7,32.2,0,98,98,533
1988,33,g) 6 to 10,4231,4488,49604,50884,162,3.5,503,10.8,8254,2271,5983,4.5,16.2,10814,3798,7016,7.5,21.3,-2560,-5.1,32.4,0,346,346,2187
1988,33,h) 11 to 15,853,1160,18486,18430,64,5.4,113,9.6,2839,626,2213,3.4,15.4,2727,753,1974,4.1,14.8,112,0.6,29.6,0,56,56,391
1988,33,l) Left Censored,6777,9383,271286,266745,550,5.8,667,7.1,40083,12000,28083,4.5,15,31001,9417,21584,3.5,11.6,9082,3.4,23.2,0,324,324,2033
1988,34,a) 0,18265,18373,100911,50853,18197,198.1,0,0,100117,100117,0,196.9,196.9,0,0,0,0,0,100117,196.9,0,0,,,
1988,34,b) 1,14861,15097,132442,132890,97,0.6,4214,24.3,32985,3379,29606,2.5,24.8,33880,18105,15775,13.6,25.5,-895,-0.7,49.6,0,3243,3243,14164
1988,34,c) 2,12428,12722,99041,101912,476,3.5,2402,17.5,21554,3955,17599,3.9,21.1,27296,11799,15497,11.6,26.8,-5742,-5.7,42.2,0,1878,1878,9446
1988,34,d) 3,10604,10874,93743,95340,369,3.2,1629,14.1,19948,3142,16806,3.3,20.9,23141,9976,13165,10.5,24.3,-3193,-3.4,41.8,0,1289,1289,7424
1988,34,e) 4,8913,9150,99784,101116,292,3,1196,12.5,17433,2108,15325,2.1,17.2,20096,7319,12777,7.2,19.9,-2663,-2.7,34.4,0,922,922,5085
1988,34,f) 5,7125,7427,75392,75884,190,2.4,901,11.6,18537,1199,17338,1.6,24.4,19520,5187,14333,6.8,25.7,-983,-1.3,48.8,0,657,657,3758
1988,34,g) 6 to 10,28801,30206,326369,325726,977,3.1,3004,9.6,58391,8193,50198,2.5,17.9,57104,17936,39168,5.5,17.5,1287,0.4,35,0,2187,2187,11683
1988,34,h) 11 to 15,5647,6643,93986,93763,260,3.8,577,8.5,17025,4164,12861,4.4,18.2,16578,5801,10777,6.2,17.7,447,0.5,35.4,0,345,345,1669
1988,34,l) Left Censored,51937,71697,2133662,2135159,3678,5.1,5577,7.7,303134,89718,213416,4.2,14.2,306128,90309,215819,4.2,14.3,-2994,-0.1,28.4,0,2804,2804,17554
1988,35,a) 0,2847,2889,16075,8123,2856,197.7,0,0,15905,15905,0,195.8,195.8,0,0,0,0,0,15905,195.8,0,0,,,
1988,35,b) 1,2338,2416,22454,24051,19,0.7,877,30.3,4539,378,4161,1.6,18.9,7733,4930,2803,20.5,32.2,-3194,-13.3,37.8,0,700,700,3433
1988,35,c) 2,2062,2115,15943,16665,64,2.7,519,22,3509,289,3220,1.7,21.1,4953,2605,2348,15.6,29.7,-1444,-8.6,42.2,0,413,413,2122
1988,35,d) 3,1796,1884,15213,15986,99,4.9,369,18.2,2887,577,2310,3.6,18.1,4433,2276,2157,14.2,27.7,-1546,-9.6,36.2,0,286,286,1882
1988,35,e) 4,1680,1761,14184,15063,82,4.3,310,16.4,2648,650,1998,4.3,17.6,4406,2114,2292,14,29.3,-1758,-11.7,35.2,0,238,238,1770
1988,35,f) 5,1310,1489,14111,14455,61,3.9,216,13.8,2518,524,1994,3.6,17.4,3205,1349,1856,9.3,22.2,-687,-4.8,34.8,0,151,151,956
1988,35,g) 6 to 10,5381,5786,53646,55197,261,4.3,721,12,9249,1943,7306,3.5,16.8,12350,4193,8157,7.6,22.4,-3101,-5.6,33.6,0,514,514,3062
1988,35,h) 11 to 15,995,1275,14041,13751,71,5.4,143,10.9,3630,695,2935,5.1,26.4,3049,949,2100,6.9,22.2,581,4.2,44.4,0,66,66,359
1988,35,l) Left Censored,7131,10691,220102,219643,679,6.3,920,8.5,31205,8863,22342,4,14.2,30286,9904,20382,4.5,13.8,919,0.4,27.6,0,382,382,2323
1988,36,a) 0,38245,38475,212777,107058,38145,198.3,0,0,211439,211439,0,197.5,197.5,0,0,0,0,0,211439,197.5,0,0,,,
1988,36,b) 1,31864,32395,345643,344131,151,0.4,8747,23.6,69149,6053,63096,1.8,20.1,66125,39321,26804,11.4,19.2,3024,0.9,38.4,0,6884,6884,30199
1988,36,c) 2,26771,27343,203472,207256,872,2.9,5253,17.7,47774,5865,41909,2.8,23.1,55342,28154,27188,13.6,26.7,-7568,-3.6,46.2,0,4245,4245,22761
1988,36,d) 3,23534,24056,201640,205883,775,3,3922,15.3,39474,6651,32823,3.2,19.2,47959,21918,26041,10.6,23.3,-8485,-4.1,38.4,0,3130,3130,18095
1988,36,e) 4,20159,20862,190761,194003,664,3,2966,13.5,35911,5633,30278,2.9,18.5,42396,17835,24561,9.2,21.9,-6485,-3.4,37,0,2323,2323,12965
1988,36,f) 5,16024,16720,157501,160099,551,3.1,2293,13,28711,4596,24115,2.9,17.9,33907,13532,20375,8.5,21.2,-5196,-3.3,35.8,0,1749,1749,10129
1988,36,g) 6 to 10,61478,64857,723296,737210,1998,3,7461,11,115840,15768,100072,2.1,15.7,143667,43653,100014,5.9,19.5,-27827,-3.8,31.4,0,5498,5498,29280
1988,36,h) 11 to 15,11714,14848,245197,240860,592,3.9,1343,8.8,48180,10556,37624,4.4,20,39505,10762,28743,4.5,16.4,8675,3.6,32.8,0,806,807,4309
1988,36,l) Left Censored,118788,158936,4583942,4614930,7004,4.3,13050,8.1,602121,134155,467966,2.9,13,664098,193327,470771,4.2,14.4,-61977,-1.4,26,0,7113,7113,43597
1988,37,a) 0,13029,13220,83577,42007,13090,198,0,0,83140,83140,0,197.9,197.9,0,0,0,0,0,83140,197.9,0,0,,,
1988,37,b) 1,10543,10988,93045,93086,148,1.2,3301,25.9,26053,5271,20782,5.7,28,26135,13857,12278,14.9,28.1,-82,-0.1,56,0,2661,2661,10736
1988,37,c) 2,8972,9362,70574,72246,321,3.1,1942,19,14814,2150,12664,3,20.5,18158,8628,9530,11.9,25.1,-3344,-4.6,41,0,1567,1567,6474
1988,37,d) 3,8082,8421,75472,75883,298,3.3,1391,15.5,15221,2282,12939,3,20.1,16043,8178,7865,10.8,21.1,-822,-1,40.2,0,1094,1094,6531
1988,37,e) 4,8569,9025,73188,73982,274,2.9,988,10.5,13327,2374,10953,3.2,18,14914,5754,9160,7.8,20.2,-1587,-2.2,36,0,719,719,3680
1988,37,f) 5,5021,5266,50190,51798,153,2.8,619,11.2,7472,1026,6446,2,14.4,10688,3893,6795,7.5,20.6,-3216,-6.2,28.8,0,463,463,2497
1988,37,g) 6 to 10,19617,21418,252240,251138,830,3.8,2177,9.8,43351,12120,31231,4.8,17.3,41146,15502,25644,6.2,16.4,2205,0.9,32.8,0,1518,1518,9431
1988,37,h) 11 to 15,3818,5114,74362,72038,279,5.4,398,7.7,14476,4248,10228,5.9,20.1,9827,3188,6639,4.4,13.6,4649,6.5,27.2,0,233,233,1236
1988,37,l) Left Censored,34022,55940,1732127,1710931,3531,6.3,4299,7.6,235410,65131,170279,3.8,13.8,193017,64738,128279,3.8,11.3,42393,2.5,22.6,0,1561,1561,10317
1988,38,a) 0,1253,1266,7095,3561,1252,197.8,0,0,7068,7068,0,198.5,198.5,0,0,0,0,0,7068,198.5,0,0,,,
1988,38,b) 1,1089,1106,7725,8048,3,0.2,338,26.2,1707,21,1686,0.3,21.2,2352,1641,711,20.4,29.2,-645,-8,42.4,0,244,244,1082
1988,38,c) 2,894,914,5809,5920,29,2.9,169,17.1,1105,283,822,4.8,18.7,1326,602,724,10.2,22.4,-221,-3.7,37.4,0,121,121,496
1988,38,d) 3,870,903,5634,5792,32,3.3,160,16.5,938,117,821,2,16.2,1253,616,637,10.6,21.6,-315,-5.4,32.4,0,121,121,491
1988,38,e) 4,855,893,5474,5332,35,3.8,112,12,1241,118,1123,2.2,23.3,957,282,675,5.3,17.9,284,5.4,35.8,0,83,83,209
1988,38,f) 5,624,724,6103,5968,26,3.4,92,12.2,1143,221,922,3.7,19.2,872,380,492,6.4,14.6,271,4.6,29.2,0,73,73,344
1988,38,g) 6 to 10,2895,3076,22833,23398,117,3.7,318,10,3295,737,2558,3.1,14.1,4425,1755,2670,7.5,18.9,-1130,-4.8,28.2,0,217,217,1100
1988,38,h) 11 to 15,597,704,5887,5922,23,3.2,57,7.9,684,73,611,1.2,11.6,754,231,523,3.9,12.7,-70,-1.1,23.2,0,32,32,111
1988,38,l) Left Censored,5267,7064,116819,116676,267,3.7,556,7.7,13314,2797,10517,2.4,11.4,13028,4908,8120,4.2,11.2,286,0.2,22.4,0,250,250,1388
1988,39,a) 0,16541,16782,109069,55402,16592,197.7,0,0,107334,107334,0,193.7,193.7,0,0,0,0,0,107334,193.7,0,0,,,
1988,39,b) 1,14234,14764,147499,146070,219,1.3,4155,24.5,38172,8865,29307,6.1,26.1,35314,21075,14239,14.4,24.2,2858,1.9,48.4,0,3103,3103,13829
1988,39,c) 2,11757,12337,110371,111608,454,3.4,2532,18.9,24278,4668,19610,4.2,21.8,26751,13686,13065,12.3,24,-2473,-2.2,43.6,0,1838,1838,9847
1988,39,d) 3,10470,10991,111921,115677,355,3,1681,14.4,21166,3455,17711,3,18.3,28678,10852,17826,9.4,24.8,-7512,-6.5,36.6,0,1230,1230,7576
1988,39,e) 4,9848,10357,96022,97076,366,3.4,1269,11.7,17535,2877,14658,3,18.1,19643,8970,10673,9.2,20.2,-2108,-2.1,36.2,0,944,944,6329
1988,39,f) 5,6977,7643,79702,80028,343,4.3,886,11.2,15347,3373,11974,4.2,19.2,15998,5616,10382,7,20,-651,-0.8,38.4,0,673,673,3574
1988,39,g) 6 to 10,30672,33655,387893,383326,1168,3.4,3166,9.1,72379,23757,48622,6.2,18.9,63244,21238,42006,5.5,16.5,9135,2.4,33,0,2170,2170,13156
1988,39,h) 11 to 15,6438,9049,136535,131117,437,4.8,718,7.8,31216,4215,27001,3.2,23.8,20379,5713,14666,4.4,15.5,10837,8.3,31,0,335,335,2264
1988,39,l) Left Censored,63202,99108,2830749,2818781,5210,5.2,7716,7.7,361735,99701,262034,3.5,12.8,337800,107123,230677,3.8,12,23935,0.8,24,0,3181,3182,19646
1988,40,a) 0,5479,5517,34015,17102,5461,198,0,0,33827,33827,0,197.8,197.8,0,0,0,0,0,33827,197.8,0,0,,,
1988,40,b) 1,4360,4524,47210,48038,37,0.7,1746,31.9,11432,877,10555,1.8,23.8,13087,8562,4525,17.8,27.2,-1655,-3.4,47.6,0,1455,1455,7187
1988,40,c) 2,3909,4031,30236,31803,169,3.7,1071,23.7,6450,1349,5101,4.2,20.3,9584,5474,4110,17.2,30.1,-3134,-9.8,40.6,0,882,882,4256
1988,40,d) 3,3624,3752,27330,28688,138,3.4,819,19.9,5384,768,4616,2.7,18.8,8099,4468,3631,15.6,28.2,-2715,-9.4,37.6,0,620,620,3638
1988,40,e) 4,3736,3869,33061,32202,117,2.8,730,17.5,8214,916,7298,2.8,25.5,6495,3113,3382,9.7,20.2,1719,5.3,40.4,0,498,498,1984
1988,40,f) 5,2625,2839,23137,23769,124,4.1,509,16.8,4359,816,3543,3.4,18.3,5622,3271,2351,13.8,23.7,-1263,-5.4,36.6,0,369,369,2258
1988,40,g) 6 to 10,11312,12050,104430,107322,467,3.7,1722,13.5,17424,3772,13652,3.5,16.2,23208,10892,12316,10.1,21.6,-5784,-5.4,32.4,0,1158,1158,6122
1988,40,h) 11 to 15,1922,2659,31683,32287,153,5.6,290,10.6,5060,1446,3614,4.5,15.7,6267,2366,3901,7.3,19.4,-1207,-3.7,31.4,0,157,157,614
1988,40,l) Left Censored,16635,25590,544886,546144,1469,5.6,2387,9.2,74578,21424,53154,3.9,13.7,77093,25619,51474,4.7,14.1,-2515,-0.4,27.4,0,1054,1054,5870
1988,41,a) 0,6678,6727,36386,18334,6657,197.9,0,0,36105,36105,0,196.9,196.9,0,0,0,0,0,36105,196.9,0,0,,,
1988,41,b) 1,5597,5775,46289,46487,43,0.6,1899,27.9,12720,924,11796,2,27.4,13116,7677,5439,16.5,28.2,-396,-0.8,54.8,0,1538,1538,6317
1988,41,c) 2,4585,4710,35035,35065,249,4.8,1060,20.6,9675,1569,8106,4.5,27.6,9734,5471,4263,15.6,27.8,-59,-0.2,55.2,0,831,831,4659
1988,41,d) 3,3866,4008,31751,32357,204,4.7,805,18.6,6879,1632,5247,5,21.3,8091,3980,4111,12.3,25,-1212,-3.7,42.6,0,643,643,3116
1988,41,e) 4,3486,3639,33512,33204,138,3.6,608,15.7,7265,750,6515,2.3,21.9,6649,3275,3374,9.9,20,616,1.9,40,0,460,460,2213
1988,41,f) 5,2536,2878,34321,34608,103,3.4,406,13.4,5376,713,4663,2.1,15.5,5950,2364,3586,6.8,17.2,-574,-1.7,31,0,271,271,1434
1988,41,g) 6 to 10,11678,12537,112722,113700,531,4.1,1489,11.4,19758,3523,16235,3.1,17.4,21713,9046,12667,8,19.1,-1955,-1.7,34.8,0,984,984,5554
1988,41,h) 11 to 15,2176,2814,40100,39462,175,6.2,249,8.8,6993,1365,5628,3.5,17.7,5717,2224,3493,5.6,14.5,1276,3.2,29,0,139,139,722
1988,41,l) Left Censored,16126,24213,540358,534360,1438,5.9,1931,7.9,80803,21619,59184,4,15.1,68807,24607,44200,4.6,12.9,11996,2.2,25.8,0,857,857,5229
1988,42,a) 0,19877,20147,124220,62524,19949,198,0,0,123392,123392,0,197.4,197.4,0,0,0,0,0,123392,197.4,0,0,,,
1988,42,b) 1,17104,17598,165248,163988,142,0.7,4480,22.4,41728,7708,34020,4.7,25.4,39208,22435,16773,13.7,23.9,2520,1.5,47.8,0,3519,3522,16744
1988,42,c) 2,14404,14903,128859,138130,536,3.3,2640,16.5,27957,4627,23330,3.3,20.2,46499,30256,16243,21.9,33.7,-18542,-13.5,40.4,0,2101,2101,27702
1988,42,d) 3,12497,13001,132777,133974,448,3.3,1856,13.5,24935,4075,20860,3,18.6,27329,11613,15716,8.7,20.4,-2394,-1.8,37.2,0,1465,1465,8593
1988,42,e) 4,11529,12306,129349,130742,392,3,1471,11.4,21444,2832,18612,2.2,16.4,24230,8919,15311,6.8,18.5,-2786,-2.1,32.8,0,1088,1088,6337
1988,42,f) 5,8191,8664,88401,89366,273,3,943,10.5,14177,2332,11845,2.6,15.9,16107,5514,10593,6.2,18,-1930,-2.1,31.8,0,703,703,4012
1988,42,g) 6 to 10,34403,37112,418089,421504,1260,3.3,3544,9.3,63130,10896,52234,2.6,15,69959,25419,44540,6,16.6,-6829,-1.6,30,0,2439,2439,15173
1988,42,h) 11 to 15,7235,9519,150768,148741,503,5.2,786,8.2,24389,5975,18414,4,16.4,20334,6027,14307,4.1,13.7,4055,2.7,27.4,0,387,387,2260
1988,42,l) Left Censored,72026,107162,3019249,3009091,5104,4.7,8251,7.6,389554,100806,288748,3.4,12.9,369238,121919,247319,4.1,12.3,20316,0.6,24.6,0,3762,3762,25230
1988,44,a) 0,2468,2482,13040,6658,2456,197.9,0,0,12764,12764,0,191.7,191.7,0,0,0,0,0,12764,191.7,0,0,,,
1988,44,b) 1,2007,2051,16327,16754,13,0.5,605,25.4,3922,582,3340,3.5,23.4,4775,2969,1806,17.7,28.5,-853,-5.1,46.8,0,471,471,1954
1988,44,c) 2,1577,1608,11257,11662,59,3.4,307,17.6,2561,479,2082,4.1,22,3370,1923,1447,16.5,28.9,-809,-6.9,44,0,246,246,1506
1988,44,d) 3,1382,1404,12962,12651,49,3.3,210,14.2,3039,189,2850,1.5,24,2417,1080,1337,8.5,19.1,622,4.9,38.2,0,163,163,926
1988,44,e) 4,1189,1214,12299,12288,32,2.5,156,12.3,2064,171,1893,1.4,16.8,2042,862,1180,7,16.6,22,0.2,33.2,0,115,115,566
1988,44,f) 5,851,882,8281,8394,33,3.6,93,10.1,1484,482,1002,5.7,17.7,1710,560,1150,6.7,20.4,-226,-2.7,35.4,0,68,68,322
1988,44,g) 6 to 10,3483,3652,42878,42386,105,2.8,371,9.8,8177,723,7454,1.7,19.3,7193,2819,4374,6.7,17,984,2.3,34,0,253,253,1545
1988,44,h) 11 to 15,783,919,14271,14473,37,4,67,7.2,1936,322,1614,2.2,13.4,2339,415,1924,2.9,16.2,-403,-2.8,26.8,0,47,47,248
1988,44,l) Left Censored,7617,9559,270011,272660,389,4,854,8.7,32249,7458,24791,2.7,11.8,37547,12928,24619,4.7,13.8,-5298,-2,23.6,0,403,403,2790
1988,45,a) 0,6524,6607,55072,27662,6551,198.3,0,0,54821,54821,0,198.2,198.2,0,0,0,0,0,54821,198.2,0,0,,,
1988,45,b) 1,5291,5504,59516,57944,54,0.8,1743,27.1,16534,3764,12770,6.5,28.5,13389,7528,5861,13,23.1,3145,5.4,46.2,0,1392,1392,5968
1988,45,c) 2,4374,4554,35062,35717,242,4.9,940,19.1,8495,1293,7202,3.6,23.8,9804,4472,5332,12.5,27.4,-1309,-3.6,47.6,0,773,773,3748
1988,45,d) 3,4036,4235,36288,36709,214,4.8,680,15.2,7749,1643,6106,4.5,21.1,8590,3830,4760,10.4,23.4,-841,-2.3,42.2,0,545,545,2818
1988,45,e) 4,3945,4208,38482,38710,175,4,510,11.6,6791,1328,5463,3.4,17.5,7247,2820,4427,7.3,18.7,-456,-1.2,35,0,387,387,2222
1988,45,f) 5,2432,2522,25208,25837,92,3.5,333,12.6,4555,1273,3282,4.9,17.6,5813,2131,3682,8.2,22.5,-1258,-4.9,35.2,0,251,251,1546
1988,45,g) 6 to 10,9740,10663,121820,122428,409,3.7,1156,10.5,20116,4619,15497,3.8,16.4,21332,8132,13200,6.6,17.4,-1216,-1,32.8,0,797,797,5757
1988,45,h) 11 to 15,1861,2410,28580,27766,117,4.8,193,7.9,5473,1271,4202,4.6,19.7,3844,1170,2674,4.2,13.8,1629,5.9,27.6,0,98,98,383
1988,45,l) Left Censored,16326,26438,757725,748283,1584,5.9,2215,8.3,104515,32537,71978,4.3,14,85631,31002,54629,4.1,11.4,18884,2.6,22.8,0,886,886,4764
1988,46,a) 0,1349,1379,7414,3809,1360,197.2,0,0,7210,7210,0,189.3,189.3,0,0,0,0,0,7210,189.3,0,0,,,
1988,46,b) 1,1150,1178,10277,10547,11,0.8,351,25.8,1804,135,1669,1.3,17.1,2344,1405,939,13.3,22.2,-540,-5.1,34.2,0,268,268,960
1988,46,c) 2,926,947,5727,6020,53,5.2,191,18.7,1291,442,849,7.3,21.4,1877,818,1059,13.6,31.2,-586,-9.8,42.8,0,149,149,643
1988,46,d) 3,954,971,5876,5973,44,4.3,154,15,1056,211,845,3.5,17.7,1250,630,620,10.5,20.9,-194,-3.2,35.4,0,107,107,492
1988,46,e) 4,935,972,5759,5999,42,4.2,124,12.3,941,219,722,3.7,15.7,1421,649,772,10.8,23.7,-480,-8,31.4,0,92,92,508
1988,46,f) 5,624,729,5248,5386,24,3.2,87,11.4,872,218,654,4,16.2,1147,725,422,13.5,21.3,-275,-5.1,32.4,0,63,63,242
1988,46,g) 6 to 10,2819,2971,27132,26769,123,4,288,9.4,4223,704,3519,2.6,15.8,3497,1284,2213,4.8,13.1,726,2.7,26.2,0,188,188,794
1988,46,h) 11 to 15,603,747,6051,5967,45,5.9,77,10.1,911,208,703,3.5,15.3,743,289,454,4.8,12.5,168,2.8,25,0,42,42,99
1988,46,l) Left Censored,5593,7169,120758,120254,274,3.7,590,8,14410,3563,10847,3,12,13402,5000,8402,4.2,11.1,1008,0.9,22.2,0,293,293,1779
1988,47,a) 0,8945,9054,55877,28116,8975,198.3,0,0,55523,55523,0,197.5,197.5,0,0,0,0,0,55523,197.5,0,0,,,
1988,47,b) 1,7321,7614,74107,75367,95,1.1,2572,28.7,18294,3446,14848,4.6,24.3,20813,13357,7456,17.7,27.6,-2519,-3.3,48.6,0,2133,2133,11151
1988,47,c) 2,6074,6305,59085,59119,224,3.2,1398,20.2,15480,3272,12208,5.5,26.2,15548,8182,7366,13.8,26.3,-68,-0.1,52.4,0,1134,1134,6633
1988,47,d) 3,5179,5402,55293,53331,203,3.5,963,16.6,17794,7509,10285,14.1,33.4,13869,7203,6666,13.5,26,3925,7.4,52,0,765,765,4738
1988,47,e) 4,5660,5814,50612,52425,187,3.1,674,11.1,8092,1208,6884,2.3,15.4,11717,5341,6376,10.2,22.4,-3625,-7,30.8,0,528,528,3363
1988,47,f) 5,3520,3766,37032,38138,124,3.1,463,11.8,6264,1030,5234,2.7,16.4,8476,3231,5245,8.5,22.2,-2212,-5.8,32.8,0,360,360,2385
